Placette,Secteur,Trait.,Bloc,Num,Essence,Diametre_(mm)_2022_ou_2021
28,Forestville,2_ans,A,19,EPB,101
28,Forestville,2_ans,A,20,EPB,197
28,Forestville,2_ans,A,21,SAB,182
28,Forestville,2_ans,A,22,EPB,125
28,Forestville,2_ans,A,23,SAB,188
28,Forestville,2_ans,A,24,SAB,178
28,Forestville,2_ans,A,25,SAB,120
28,Forestville,2_ans,A,26,SAB,147
28,Forestville,2_ans,A,27,EPB,138
28,Forestville,2_ans,A,28,EPB,129
28,Forestville,2_ans,A,29,SAB,116
28,Forestville,2_ans,A,30,SAB,140
28,Forestville,2_ans,A,31,SAB,155
28,Forestville,2_ans,A,32,SAB,223
28,Forestville,2_ans,A,33,SAB,149
28,Forestville,2_ans,A,34,SAB,167
28,Forestville,2_ans,A,35,SAB,213
28,Forestville,2_ans,A,36,SAB,181
28,Forestville,2_ans,A,37,SAB,132
28,Forestville,2_ans,A,38,SAB,199
28,Forestville,2_ans,A,39,SAB,161
28,Forestville,2_ans,A,40,SAB,211
28,Forestville,2_ans,A,41,EPB,215
28,Forestville,2_ans,A,42,SAB,112
28,Forestville,2_ans,A,43,SAB,180
28,Forestville,2_ans,A,44,SAB,112
28,Forestville,2_ans,A,45,SAB,135
28,Forestville,2_ans,A,46,SAB,124
28,Forestville,2_ans,A,47,SAB,107
28,Forestville,2_ans,A,48,SAB,95
28,Forestville,2_ans,A,49,SAB,123
28,Forestville,2_ans,A,50,SAB,177
28,Forestville,2_ans,A,51,SAB,276
28,Forestville,2_ans,A,52,EPN,116
28,Forestville,2_ans,A,53,SAB,111
28,Forestville,2_ans,A,54,EPB,96
28,Forestville,2_ans,A,55,SAB,91
,,,,,,
28,Forestville,2_ans,B,1,EPN,163
28,Forestville,2_ans,B,2,SAB,125
28,Forestville,2_ans,B,3,EPB,167
28,Forestville,2_ans,B,4,SAB,118
28,Forestville,2_ans,B,5,SAB,121
28,Forestville,2_ans,B,6,SAB,159
28,Forestville,2_ans,B,7,SAB,166
28,Forestville,2_ans,B,8,SAB,111
28,Forestville,2_ans,B,9,SAB,126
28,Forestville,2_ans,B,10,SAB,143
28,Forestville,2_ans,B,11,EPB,209
28,Forestville,2_ans,B,12,EPN,166
28,Forestville,2_ans,B,13,SAB,128
28,Forestville,2_ans,B,14,EPN,184
28,Forestville,2_ans,B,15,SAB,115
28,Forestville,2_ans,B,16,SAB,138
28,Forestville,2_ans,B,17,SAB,150
28,Forestville,2_ans,B,18,SAB,168
28,Forestville,2_ans,B,19,SAB,113
28,Forestville,2_ans,B,20,SAB,130
28,Forestville,2_ans,B,21,EPN,153
28,Forestville,2_ans,B,22,EPN,208
28,Forestville,2_ans,B,23,SAB,153
28,Forestville,2_ans,B,24,SAB,110
28,Forestville,2_ans,B,25,SAB,164
28,Forestville,2_ans,B,26,SAB,140
28,Forestville,2_ans,B,27,EPB,206
28,Forestville,2_ans,B,28,SABm,
28,Forestville,2_ans,B,29,SABm,
28,Forestville,2_ans,B,30,EPN,159
28,Forestville,2_ans,B,31,EPN,188
28,Forestville,2_ans,B,32,EPN,137
28,Forestville,2_ans,B,33,EPB,262
28,Forestville,2_ans,B,34,SAB,137
28,Forestville,2_ans,B,35,SABm,
28,Forestville,2_ans,B,36,EPN,182
28,Forestville,2_ans,B,37,SAB,141
28,Forestville,2_ans,B,38,SAB,145
28,Forestville,2_ans,B,39,EPN,239
28,Forestville,2_ans,B,40,BOPm,
28,Forestville,2_ans,B,41,SAB,147
28,Forestville,2_ans,B,42,EPN,153
28,Forestville,2_ans,B,43,BOPm,
28,Forestville,2_ans,B,44,BOPm,
28,Forestville,2_ans,B,45,EPNm,chablis
28,Forestville,2_ans,B,46,SAB,186
28,Forestville,2_ans,B,47,EPB,135
28,Forestville,2_ans,B,48,EPN,189
28,Forestville,2_ans,B,49,SAB,123
28,Forestville,2_ans,B,50,SAB,183
28,Forestville,2_ans,B,51,SAB,158
28,Forestville,2_ans,B,52,SAB,101
28,Forestville,2_ans,B,53,EPB,94
28,Forestville,2_ans,B,54,SAB,104
28,Forestville,2_ans,B,55,SAB,99
28,Forestville,2_ans,B,56,SAB,95
28,Forestville,2_ans,B,57,SAB,97
28,Forestville,2_ans,B,58,SAB,105
28,Forestville,2_ans,B,59,SAB,97
28,Forestville,2_ans,B,60,SAB,96
28,Forestville,2_ans,B,61,SAB,97
28,Forestville,2_ans,B,62,PET,110
28,Forestville,2_ans,B,63,SAB,102
,,,,,,
28,Forestville,2_ans,C,1,EPN,185
28,Forestville,2_ans,C,2,SAB,149
28,Forestville,2_ans,C,3,SAB,141
28,Forestville,2_ans,C,4,SAB,102
28,Forestville,2_ans,C,5,SAB,155
28,Forestville,2_ans,C,6,SAB,139
28,Forestville,2_ans,C,7,SAB,127
28,Forestville,2_ans,C,8,SAB,134
28,Forestville,2_ans,C,9,SAB,133
28,Forestville,2_ans,C,10,SABm,
28,Forestville,2_ans,C,11,EPN,177
28,Forestville,2_ans,C,12,SAB,119
28,Forestville,2_ans,C,13,EPN,130
28,Forestville,2_ans,C,14,EPN,188
28,Forestville,2_ans,C,15,SAB,132
28,Forestville,2_ans,C,16,SABm,195
28,Forestville,2_ans,C,17,SAB,153
28,Forestville,2_ans,C,18,SAB,116
28,Forestville,2_ans,C,19,SAB,191
28,Forestville,2_ans,C,20,BOPm,
28,Forestville,2_ans,C,21,SAB,139
28,Forestville,2_ans,C,22,SAB,156
28,Forestville,2_ans,C,23,SAB,179
28,Forestville,2_ans,C,24,SAB,131
28,Forestville,2_ans,C,25,SAB,118
28,Forestville,2_ans,C,26,SABm,
28,Forestville,2_ans,C,27,SAB,156
28,Forestville,2_ans,C,28,SAB,113
28,Forestville,2_ans,C,29,SAB,122
28,Forestville,2_ans,C,30,SAB,165
28,Forestville,2_ans,C,31,EPB,253
28,Forestville,2_ans,C,32,SAB,246
28,Forestville,2_ans,C,33,SAB,176
28,Forestville,2_ans,C,34,SABm,
28,Forestville,2_ans,C,35,SABm,
28,Forestville,2_ans,C,36,SAB,132
28,Forestville,2_ans,C,37,SAB,108
28,Forestville,2_ans,C,38,SAB,246
28,Forestville,2_ans,C,39,EPN,167
28,Forestville,2_ans,C,40,EPN,135
28,Forestville,2_ans,C,41,EPN,121
28,Forestville,2_ans,C,42,EPN,130
28,Forestville,2_ans,C,43,SAB,104
28,Forestville,2_ans,C,44,SAB,130
28,Forestville,2_ans,C,45,SAB,145
28,Forestville,2_ans,C,46,SABm,
28,Forestville,2_ans,C,47,SABm,
28,Forestville,2_ans,C,48,SABm,
28,Forestville,2_ans,C,49,SAB,133
28,Forestville,2_ans,C,50,SABm,
28,Forestville,2_ans,C,51,SABm,chablis
28,Forestville,2_ans,C,52,PETm,
28,Forestville,2_ans,C,53,SAB,146
28,Forestville,2_ans,C,54,SAB,110
28,Forestville,2_ans,C,55,SAB,163
28,Forestville,2_ans,C,56,SABm,122
28,Forestville,2_ans,C,57,SAB,122
28,Forestville,2_ans,C,58,SAB,101
28,Forestville,2_ans,C,59,EPN,100
28,Forestville,2_ans,C,60,SABm,
28,Forestville,2_ans,C,61,SAB,101
28,Forestville,2_ans,C,62,SAB,99
28,Forestville,2_ans,C,63,SAB,100
28,Forestville,2_ans,C,64,SAB,100
28,Forestville,2_ans,C,65,SAB,98
28,Forestville,2_ans,C,66,SAB,99
28,Forestville,2_ans,C,67,EPN,95
28,Forestville,2_ans,C,68,SAB,93
28,Forestville,2_ans,C,69,SAB,95
28,Forestville,2_ans,C,70,SAB,95
28,Forestville,2_ans,C,71,SAB,95
,,,,,,
29,Forestville,Standard,A,1,SAB,151
29,Forestville,Standard,A,2,EPN,141
29,Forestville,Standard,A,3,EPN,147
29,Forestville,Standard,A,4,EPN,197
29,Forestville,Standard,A,5,EPB,106
29,Forestville,Standard,A,6,EPN,180
29,Forestville,Standard,A,7,SABm,
29,Forestville,Standard,A,8,EPN,247
29,Forestville,Standard,A,9,EPN,177
29,Forestville,Standard,A,10,EPN,156
29,Forestville,Standard,A,11,EPB,133
29,Forestville,Standard,A,12,SAB,132
29,Forestville,Standard,A,13,SABm,
29,Forestville,Standard,A,14,SABm,
29,Forestville,Standard,A,15,EPN,175
29,Forestville,Standard,A,16,EPN,210
29,Forestville,Standard,A,17,EPN,102
29,Forestville,Standard,A,18,EPN,179
29,Forestville,Standard,A,19,EPN,179
29,Forestville,Standard,A,20,SAB,163
29,Forestville,Standard,A,21,SAB,127
29,Forestville,Standard,A,22,SAB,163
29,Forestville,Standard,A,23,SAB,126
29,Forestville,Standard,A,24,SAB,187
29,Forestville,Standard,A,25,EPB,112
29,Forestville,Standard,A,26,EPN,184
29,Forestville,Standard,A,27,EPN,128
29,Forestville,Standard,A,28,SAB,124
29,Forestville,Standard,A,29,EPN,203
29,Forestville,Standard,A,30,SABm,
29,Forestville,Standard,A,31,EPN,246
29,Forestville,Standard,A,32,SAB,117
29,Forestville,Standard,A,33,EPN,181
29,Forestville,Standard,A,34,SABm,
29,Forestville,Standard,A,35,SAB,139
29,Forestville,Standard,A,36,SAB,166
29,Forestville,Standard,A,37,SAB,198
29,Forestville,Standard,A,38,SAB,111
29,Forestville,Standard,A,39,SAB,123
29,Forestville,Standard,A,40,SAB,157
29,Forestville,Standard,A,41,EPN,220
29,Forestville,Standard,A,42,SAB,183
29,Forestville,Standard,A,43,SAB,116
29,Forestville,Standard,A,44,SAB,166
29,Forestville,Standard,A,45,SAB,138
29,Forestville,Standard,A,46,SAB,155
29,Forestville,Standard,A,47,SAB,138
29,Forestville,Standard,A,48,SAB,201
29,Forestville,Standard,A,49,SAB,250
29,Forestville,Standard,A,50,SAB,141
29,Forestville,Standard,A,51,SAB,125
29,Forestville,Standard,A,52,EPN,143
29,Forestville,Standard,A,53,EPN,207
29,Forestville,Standard,A,54,SAB,105
29,Forestville,Standard,A,55,EPN,170
29,Forestville,Standard,A,56,SAB,113
29,Forestville,Standard,A,57,EPN,198
29,Forestville,Standard,A,58,EPN,165
29,Forestville,Standard,A,59,EPN,128
29,Forestville,Standard,A,60,EPN,131
29,Forestville,Standard,A,61,EPN,103
29,Forestville,Standard,A,62,EPN,140
29,Forestville,Standard,A,63,EPN,156
29,Forestville,Standard,A,64,EPN,189
29,Forestville,Standard,A,65,EPN,114
29,Forestville,Standard,A,66,EPB,139
29,Forestville,Standard,A,67,EPN,273
29,Forestville,Standard,A,68,SAB,176
29,Forestville,Standard,A,69,EPN,184
29,Forestville,Standard,A,70,SAB,108
29,Forestville,Standard,A,71,SAB,109
29,Forestville,Standard,A,72,EPN,131
29,Forestville,Standard,A,73,EPN,118
29,Forestville,Standard,A,74,EPN,206
29,Forestville,Standard,A,75,SAB,97
29,Forestville,Standard,A,76,SAB,128
29,Forestville,Standard,A,77,SAB,141
29,Forestville,Standard,A,78,SABm,
29,Forestville,Standard,A,79,SABm,
29,Forestville,Standard,A,80,SAB,127
29,Forestville,Standard,A,81,EPN,183
29,Forestville,Standard,A,82,SAB,115
29,Forestville,Standard,A,83,SAB,107
29,Forestville,Standard,A,84,EPN,219
29,Forestville,Standard,A,85,SAB,113
29,Forestville,Standard,A,86,SAB,97
29,Forestville,Standard,A,87,SAB,106
29,Forestville,Standard,A,88,SAB,96
29,Forestville,Standard,A,89,SAB,102
29,Forestville,Standard,A,90,SAB,106
29,Forestville,Standard,A,91,EPN,98
29,Forestville,Standard,A,92,EPN,96
29,Forestville,Standard,A,93,EPN,96
29,Forestville,Standard,A,94,SABm,
,,,,,,
29,Forestville,Standard,B,1,EPB,100
29,Forestville,Standard,B,2,SAB,136
29,Forestville,Standard,B,3,SABm,
29,Forestville,Standard,B,4,EPNm,
29,Forestville,Standard,B,5,EPNm,
29,Forestville,Standard,B,6,SAB,125
29,Forestville,Standard,B,7,EPB,201
29,Forestville,Standard,B,8,EPB,263
29,Forestville,Standard,B,9,SABm,
29,Forestville,Standard,B,10,SAB,195
29,Forestville,Standard,B,11,SAB,160
29,Forestville,Standard,B,12,SAB,202
29,Forestville,Standard,B,13,EPN,173
29,Forestville,Standard,B,14,EPN,187
29,Forestville,Standard,B,15,SAB,113
29,Forestville,Standard,B,16,SABm,
29,Forestville,Standard,B,17,SAB,258
29,Forestville,Standard,B,18,EPN,165
29,Forestville,Standard,B,19,SAB,205
29,Forestville,Standard,B,20,EPN,193
29,Forestville,Standard,B,21,SAB,140
29,Forestville,Standard,B,22,SABm,107
29,Forestville,Standard,B,23,EPB,270
29,Forestville,Standard,B,24,SAB,216
29,Forestville,Standard,B,25,SAB,208
29,Forestville,Standard,B,26,SAB,210
29,Forestville,Standard,B,27,EPB,166
29,Forestville,Standard,B,28,BOPm,
29,Forestville,Standard,B,29,SABm,
29,Forestville,Standard,B,30,SAB,153
29,Forestville,Standard,B,31,EPB,286
29,Forestville,Standard,B,32,SAB,192
29,Forestville,Standard,B,33,EPN,216
29,Forestville,Standard,B,34,SABm,
29,Forestville,Standard,B,35,EPN,154
29,Forestville,Standard,B,36,SAB,172
29,Forestville,Standard,B,37,SAB,163
29,Forestville,Standard,B,38,SAB,126
29,Forestville,Standard,B,39,SAB,114
29,Forestville,Standard,B,40,EPN,183
29,Forestville,Standard,B,41,SAB,111
29,Forestville,Standard,B,42,SAB,169
29,Forestville,Standard,B,43,EPN,210
29,Forestville,Standard,B,44,EPN,116
29,Forestville,Standard,B,45,EPN,101
29,Forestville,Standard,B,46,SAB,121
29,Forestville,Standard,B,47,EPB,95
29,Forestville,Standard,B,48,SAB,101
29,Forestville,Standard,B,49,EPN,177
29,Forestville,Standard,B,50,EPN,98
29,Forestville,Standard,B,51,EPN,123
29,Forestville,Standard,B,52,SAB,152
29,Forestville,Standard,B,53,EPN,123
29,Forestville,Standard,B,54,EPN,124
29,Forestville,Standard,B,55,EPN,143
29,Forestville,Standard,B,56,EPN,203
29,Forestville,Standard,B,57,BOPm,
29,Forestville,Standard,B,58,EPNm,
29,Forestville,Standard,B,59,EPN,175
29,Forestville,Standard,B,60,EPN,294
29,Forestville,Standard,B,61,EPN,247
29,Forestville,Standard,B,62,EPN,158
29,Forestville,Standard,B,63,EPN,145
29,Forestville,Standard,B,64,EPN,203
29,Forestville,Standard,B,65,SAB,125
29,Forestville,Standard,B,66,SAB,116
29,Forestville,Standard,B,67,SAB,126
29,Forestville,Standard,B,68,EPN,133
29,Forestville,Standard,B,69,EPN,251
29,Forestville,Standard,B,70,EPN,136
29,Forestville,Standard,B,71,EPN,170
29,Forestville,Standard,B,72,EPN,115
29,Forestville,Standard,B,73,EPB,118
29,Forestville,Standard,B,74,EPNm,
29,Forestville,Standard,B,75,EPN,241
29,Forestville,Standard,B,76,EPN,183
29,Forestville,Standard,B,77,EPB,120
29,Forestville,Standard,B,78,EPN,150
29,Forestville,Standard,B,79,EPN,141
29,Forestville,Standard,B,80,EPN,145
29,Forestville,Standard,B,81,EPN,151
29,Forestville,Standard,B,82,EPN,140
29,Forestville,Standard,B,83,EPN,247
29,Forestville,Standard,B,84,EPNm,
29,Forestville,Standard,B,85,EPN,126
29,Forestville,Standard,B,86,EPBm,
29,Forestville,Standard,B,87,SAB,121
29,Forestville,Standard,B,88,EPN,171
29,Forestville,Standard,B,89,EPN,121
29,Forestville,Standard,B,90,EPN,140
29,Forestville,Standard,B,91,SAB,112
29,Forestville,Standard,B,92,EPN,167
29,Forestville,Standard,B,93,EPNm,
29,Forestville,Standard,B,94,SAB,102
29,Forestville,Standard,B,95,EPN,96
29,Forestville,Standard,B,96,SAB,93
,,,,,,
29,Forestville,Standard,C,1,SAB,115
29,Forestville,Standard,C,2,SAB,121
29,Forestville,Standard,C,3,EPN,141
29,Forestville,Standard,C,4,SAB,122
29,Forestville,Standard,C,5,EPNm,
29,Forestville,Standard,C,6,SAB,145
29,Forestville,Standard,C,7,SAB,148
29,Forestville,Standard,C,8,SAB,127
29,Forestville,Standard,C,9,EPN,120
29,Forestville,Standard,C,10,SAB,146
29,Forestville,Standard,C,11,SAB,143
29,Forestville,Standard,C,12,SAB,96
29,Forestville,Standard,C,13,SAB,110
29,Forestville,Standard,C,14,SAB,167
29,Forestville,Standard,C,15,EPN,193
29,Forestville,Standard,C,16,SAB,154
29,Forestville,Standard,C,17,SABm,
29,Forestville,Standard,C,18,EPN,104
29,Forestville,Standard,C,19,SAB,200
29,Forestville,Standard,C,20,SAB,178
29,Forestville,Standard,C,21,SAB,184
29,Forestville,Standard,C,22,EPN,114
29,Forestville,Standard,C,23,SAB,176
29,Forestville,Standard,C,24,SAB,179
29,Forestville,Standard,C,25,SABm,
29,Forestville,Standard,C,26,SAB,149
29,Forestville,Standard,C,27,SABm,
29,Forestville,Standard,C,28,SAB,207
29,Forestville,Standard,C,29,SAB,157
29,Forestville,Standard,C,30,SAB,109
29,Forestville,Standard,C,31,EPN,182
29,Forestville,Standard,C,32,EPNm,
29,Forestville,Standard,C,33,EPN,179
29,Forestville,Standard,C,34,EPNm,
29,Forestville,Standard,C,35,SAB,190
29,Forestville,Standard,C,36,SAB,175
29,Forestville,Standard,C,37,SAB,193
29,Forestville,Standard,C,38,SAB,111
29,Forestville,Standard,C,39,SAB,217
29,Forestville,Standard,C,40,SAB,123
29,Forestville,Standard,C,41,SAB,196
29,Forestville,Standard,C,42,SAB,155
29,Forestville,Standard,C,43,EPN,154
29,Forestville,Standard,C,44,EPN,119
29,Forestville,Standard,C,45,SAB,113
29,Forestville,Standard,C,46,SAB,118
29,Forestville,Standard,C,47,SABm,
29,Forestville,Standard,C,48,EPN,107
29,Forestville,Standard,C,49,EPN,102
29,Forestville,Standard,C,50,EPN,123
29,Forestville,Standard,C,51,SABm,105
29,Forestville,Standard,C,52,EPN,141
29,Forestville,Standard,C,53,EPN,171
29,Forestville,Standard,C,54,EPN,107
29,Forestville,Standard,C,55,EPN,121
29,Forestville,Standard,C,56,SAB,134
29,Forestville,Standard,C,57,EPN,186
29,Forestville,Standard,C,58,SAB,107
29,Forestville,Standard,C,59,SAB,190
29,Forestville,Standard,C,60,EPNm,
29,Forestville,Standard,C,61,SAB,115
29,Forestville,Standard,C,62,EPN,147
29,Forestville,Standard,C,63,SAB,143
29,Forestville,Standard,C,64,SAB,165
29,Forestville,Standard,C,65,SAB,156
29,Forestville,Standard,C,66,EPN,157
29,Forestville,Standard,C,67,EPN,149
29,Forestville,Standard,C,68,SAB,114
29,Forestville,Standard,C,69,SAB,140
29,Forestville,Standard,C,70,EPNm,
29,Forestville,Standard,C,71,EPN,92
29,Forestville,Standard,C,72,SAB,106
29,Forestville,Standard,C,73,SAB,100
29,Forestville,Standard,C,74,SABm,
29,Forestville,Standard,C,75,SAB,110
29,Forestville,Standard,C,76,EPN,96
,,,,,,
30,Forestville,Intensif,A,1,SAB,149
30,Forestville,Intensif,A,2,SAB,117
30,Forestville,Intensif,A,3,SAB,209
30,Forestville,Intensif,A,4,SAB,155
30,Forestville,Intensif,A,5,SABm,
30,Forestville,Intensif,A,6,SAB,99
30,Forestville,Intensif,A,7,SAB,190
30,Forestville,Intensif,A,8,SAB,184
30,Forestville,Intensif,A,9,EPN,186
30,Forestville,Intensif,A,10,SABm,
30,Forestville,Intensif,A,11,SAB,144
30,Forestville,Intensif,A,12,SAB,180
30,Forestville,Intensif,A,13,EPN,179
30,Forestville,Intensif,A,14,EPN,214
30,Forestville,Intensif,A,15,SAB,112
30,Forestville,Intensif,A,16,SAB,149
30,Forestville,Intensif,A,17,EPN,166
30,Forestville,Intensif,A,18,SAB,188
30,Forestville,Intensif,A,19,SAB,117
30,Forestville,Intensif,A,20,SAB,99
30,Forestville,Intensif,A,21,SAB,122
30,Forestville,Intensif,A,22,SAB,240
30,Forestville,Intensif,A,23,SAB,118
30,Forestville,Intensif,A,24,SAB,160
30,Forestville,Intensif,A,25,EPN,229
30,Forestville,Intensif,A,26,SAB,125
30,Forestville,Intensif,A,27,SAB,135
30,Forestville,Intensif,A,28,SAB,166
30,Forestville,Intensif,A,29,SAB,163
30,Forestville,Intensif,A,30,SAB,153
30,Forestville,Intensif,A,31,EPN,252
30,Forestville,Intensif,A,32,SAB,129
30,Forestville,Intensif,A,33,SAB,226
30,Forestville,Intensif,A,34,EPN,143
30,Forestville,Intensif,A,35,SAB,176
30,Forestville,Intensif,A,36,SAB,160
30,Forestville,Intensif,A,37,SAB,132
30,Forestville,Intensif,A,38,SAB,152
30,Forestville,Intensif,A,39,SAB,152
30,Forestville,Intensif,A,40,EPB,184
30,Forestville,Intensif,A,41,SAB,230
30,Forestville,Intensif,A,42,SAB,163
30,Forestville,Intensif,A,43,SAB,100
30,Forestville,Intensif,A,44,SAB,252
30,Forestville,Intensif,A,45,SABm,
30,Forestville,Intensif,A,46,EPN,206
30,Forestville,Intensif,A,47,EPNm,
30,Forestville,Intensif,A,48,SAB,120
30,Forestville,Intensif,A,49,EPN,233
30,Forestville,Intensif,A,50,SAB,138
30,Forestville,Intensif,A,51,SAB,162
30,Forestville,Intensif,A,52,SABm,97
30,Forestville,Intensif,A,53,SAB,160
30,Forestville,Intensif,A,54,EPN,235
30,Forestville,Intensif,A,55,SAB,236
30,Forestville,Intensif,A,56,EPB,171
30,Forestville,Intensif,A,57,SAB,148
30,Forestville,Intensif,A,58,EPB,280
30,Forestville,Intensif,A,59,SAB,145
30,Forestville,Intensif,A,60,SAB,243
30,Forestville,Intensif,A,61,EPBm,
30,Forestville,Intensif,A,62,EPBm,
30,Forestville,Intensif,A,63,EPB,214
30,Forestville,Intensif,A,64,SAB,125
30,Forestville,Intensif,A,65,SAB,204
30,Forestville,Intensif,A,66,BOP,112
30,Forestville,Intensif,A,67,SAB,154
30,Forestville,Intensif,A,68,SAB,156
30,Forestville,Intensif,A,69,EPB,110
30,Forestville,Intensif,A,70,EPN,173
30,Forestville,Intensif,A,71,EPN,228
30,Forestville,Intensif,A,72,SAB,179
30,Forestville,Intensif,A,73,SABm,
30,Forestville,Intensif,A,74,SAB,120
30,Forestville,Intensif,A,75,SAB,155
30,Forestville,Intensif,A,76,SAB,183
30,Forestville,Intensif,A,77,SAB,128
30,Forestville,Intensif,A,78,SAB,211
30,Forestville,Intensif,A,79,SAB,151
30,Forestville,Intensif,A,80,SAB,175
30,Forestville,Intensif,A,81,SAB,171
30,Forestville,Intensif,A,82,SAB,131
30,Forestville,Intensif,A,83,SAB,98
30,Forestville,Intensif,A,84,SABm,92
,,,,,,
30,Forestville,Intensif,B,1,SABm,
30,Forestville,Intensif,B,2,SAB,178
30,Forestville,Intensif,B,3,SAB,134
30,Forestville,Intensif,B,4,EPB,177
30,Forestville,Intensif,B,5,SAB,160
30,Forestville,Intensif,B,6,SAB,205
30,Forestville,Intensif,B,7,EPB,175
30,Forestville,Intensif,B,8,SAB,220
30,Forestville,Intensif,B,9,EPBm,
30,Forestville,Intensif,B,10,SAB,173
30,Forestville,Intensif,B,11,SAB,145
30,Forestville,Intensif,B,12,SAB,198
30,Forestville,Intensif,B,13,SAB,151
30,Forestville,Intensif,B,14,SAB,219
30,Forestville,Intensif,B,15,SABm,137
30,Forestville,Intensif,B,16,SAB,231
30,Forestville,Intensif,B,17,SABm,
30,Forestville,Intensif,B,18,SABm,
30,Forestville,Intensif,B,19,EPB,227
30,Forestville,Intensif,B,20,SAB,162
30,Forestville,Intensif,B,21,SAB,134
30,Forestville,Intensif,B,22,SAB,142
30,Forestville,Intensif,B,23,SAB,130
30,Forestville,Intensif,B,24,SAB,269
30,Forestville,Intensif,B,25,EPB,210
30,Forestville,Intensif,B,26,SABm,
30,Forestville,Intensif,B,27,BOPm,
30,Forestville,Intensif,B,28,SAB,150
30,Forestville,Intensif,B,29,SAB,177
30,Forestville,Intensif,B,30,SAB,160
30,Forestville,Intensif,B,31,SAB,144
30,Forestville,Intensif,B,32,SAB,210
30,Forestville,Intensif,B,33,SAB,200
30,Forestville,Intensif,B,34,SAB,216
30,Forestville,Intensif,B,35,SAB,165
30,Forestville,Intensif,B,36,BOPm,
30,Forestville,Intensif,B,37,SAB,146
30,Forestville,Intensif,B,38,SABm,
30,Forestville,Intensif,B,39,SAB,203
30,Forestville,Intensif,B,40,SAB,139
30,Forestville,Intensif,B,41,SAB,188
30,Forestville,Intensif,B,42,SABm,
30,Forestville,Intensif,B,43,SAB,214
30,Forestville,Intensif,B,44,SAB,227
30,Forestville,Intensif,B,45,SAB,156
30,Forestville,Intensif,B,46,SAB,158
30,Forestville,Intensif,B,47,SAB,264
30,Forestville,Intensif,B,48,SAB,201
30,Forestville,Intensif,B,49,EPB,177
30,Forestville,Intensif,B,50,SAB,227
30,Forestville,Intensif,B,51,SAB,203
30,Forestville,Intensif,B,52,SAB,217
30,Forestville,Intensif,B,53,BOP,107
30,Forestville,Intensif,B,54,SAB,192
30,Forestville,Intensif,B,55,SAB,197
30,Forestville,Intensif,B,56,SAB,127
30,Forestville,Intensif,B,57,SAB,223
30,Forestville,Intensif,B,58,SABm,
30,Forestville,Intensif,B,59,EPB,343
30,Forestville,Intensif,B,60,SAB,177
30,Forestville,Intensif,B,61,SAB,253
30,Forestville,Intensif,B,62,SAB,221
30,Forestville,Intensif,B,63,SABm,
30,Forestville,Intensif,B,64,SABm,
30,Forestville,Intensif,B,65,SAB,206
30,Forestville,Intensif,B,66,SAB,174
30,Forestville,Intensif,B,67,SAB,184
,,,,,,
30,Forestville,Intensif,C,1,EPB,129
30,Forestville,Intensif,C,2,SAB,150
30,Forestville,Intensif,C,3,SAB,171
30,Forestville,Intensif,C,4,EPN,149
30,Forestville,Intensif,C,5,SAB,102
30,Forestville,Intensif,C,6,SAB,171
30,Forestville,Intensif,C,7,SAB,167
30,Forestville,Intensif,C,8,EPB,107
30,Forestville,Intensif,C,9,EPB,215
30,Forestville,Intensif,C,10,SAB,137
30,Forestville,Intensif,C,11,EPB,192
30,Forestville,Intensif,C,12,EPN,176
30,Forestville,Intensif,C,13,SAB,127
30,Forestville,Intensif,C,14,SAB,123
30,Forestville,Intensif,C,15,SAB,135
30,Forestville,Intensif,C,16,EPB,138
30,Forestville,Intensif,C,17,SAB,115
30,Forestville,Intensif,C,18,SAB,164
30,Forestville,Intensif,C,19,SAB,122
30,Forestville,Intensif,C,20,SAB,115
30,Forestville,Intensif,C,21,SAB,108
30,Forestville,Intensif,C,22,EPN,216
30,Forestville,Intensif,C,23,EPN,121
30,Forestville,Intensif,C,24,EPB,169
30,Forestville,Intensif,C,25,SAB,131
30,Forestville,Intensif,C,26,SAB,106
30,Forestville,Intensif,C,27,SAB,138
30,Forestville,Intensif,C,28,EPB,196
30,Forestville,Intensif,C,29,SAB,166
30,Forestville,Intensif,C,30,SAB,132
30,Forestville,Intensif,C,31,EPB,162
30,Forestville,Intensif,C,32,EPN,197
30,Forestville,Intensif,C,33,SAB,114
30,Forestville,Intensif,C,34,EPN,188
30,Forestville,Intensif,C,35,EPN,171
30,Forestville,Intensif,C,36,EPN,192
30,Forestville,Intensif,C,37,EPN,117
30,Forestville,Intensif,C,38,SAB,115
30,Forestville,Intensif,C,39,EPN,177
30,Forestville,Intensif,C,40,SAB,134
30,Forestville,Intensif,C,41,SAB,132
30,Forestville,Intensif,C,42,EPB,167
30,Forestville,Intensif,C,43,SAB,142
30,Forestville,Intensif,C,44,SAB,154
30,Forestville,Intensif,C,45,SABm,
30,Forestville,Intensif,C,46,SAB,96
30,Forestville,Intensif,C,47,SAB,148
30,Forestville,Intensif,C,48,SAB,164
30,Forestville,Intensif,C,49,SABm,
30,Forestville,Intensif,C,50,SAB,152
30,Forestville,Intensif,C,51,SAB,135
30,Forestville,Intensif,C,52,EPN,205
30,Forestville,Intensif,C,53,SAB,200
30,Forestville,Intensif,C,54,SAB,168
30,Forestville,Intensif,C,55,EPB,195
30,Forestville,Intensif,C,56,BOP,109
30,Forestville,Intensif,C,57,EPN,204
