Placette,Secteur,Trait.,Bloc,Num,Essence,Diametre_(mm)_2022_ou_2021
67,Baie-Comeau,3_ans,C,5,SABm,
67,Baie-Comeau,3_ans,C,6,SABm,
67,Baie-Comeau,3_ans,C,7,SABm,
67,Baie-Comeau,3_ans,C,8,SABm,
67,Baie-Comeau,3_ans,C,9,SABm,
67,Baie-Comeau,3_ans,C,10,SABm,
67,Baie-Comeau,3_ans,C,11,SABm,
67,Baie-Comeau,3_ans,C,12,SABm,
67,Baie-Comeau,3_ans,C,13,SABm,
67,Baie-Comeau,3_ans,C,14,SABm,
67,Baie-Comeau,3_ans,C,15,EPB,227
67,Baie-Comeau,3_ans,C,16,SABm,
67,Baie-Comeau,3_ans,C,17,SABm,
67,Baie-Comeau,3_ans,C,18,SABm,
67,Baie-Comeau,3_ans,C,19,BOPm,
67,Baie-Comeau,3_ans,C,20,SABm,
67,Baie-Comeau,3_ans,C,21,SABm,
67,Baie-Comeau,3_ans,C,22,SABm,243
67,Baie-Comeau,3_ans,C,23,SABm,
67,Baie-Comeau,3_ans,C,24,SABm,
67,Baie-Comeau,3_ans,C,25,SABm,
67,Baie-Comeau,3_ans,C,26,SABm,
67,Baie-Comeau,3_ans,C,27,SABm,
67,Baie-Comeau,3_ans,C,28,SABm,
67,Baie-Comeau,3_ans,C,29,SABm,
67,Baie-Comeau,3_ans,C,30,EPB,248
67,Baie-Comeau,3_ans,C,31,SABm,
67,Baie-Comeau,3_ans,C,32,SABm,
67,Baie-Comeau,3_ans,C,33,SABm,
67,Baie-Comeau,3_ans,C,34,SABm,
67,Baie-Comeau,3_ans,C,35,SABm,
67,Baie-Comeau,3_ans,C,36,SABm,
67,Baie-Comeau,3_ans,C,37,SABm,
67,Baie-Comeau,3_ans,C,38,SABm,
67,Baie-Comeau,3_ans,C,39,SABm,
67,Baie-Comeau,3_ans,C,40,SABm,
67,Baie-Comeau,3_ans,C,41,SABm,
67,Baie-Comeau,3_ans,C,42,SABm,
67,Baie-Comeau,3_ans,C,43,SABm,
67,Baie-Comeau,3_ans,C,44,SABm,
67,Baie-Comeau,3_ans,C,45,SABm,
67,Baie-Comeau,3_ans,C,46,SABm,
67,Baie-Comeau,3_ans,C,47,SABm,
67,Baie-Comeau,3_ans,C,48,SABm,
67,Baie-Comeau,3_ans,C,49,SABm,
67,Baie-Comeau,3_ans,C,50,EPB,357
67,Baie-Comeau,3_ans,C,51,SABm,
67,Baie-Comeau,3_ans,C,52,SABm,
67,Baie-Comeau,3_ans,C,53,SABm,
67,Baie-Comeau,3_ans,C,54,EPBm,
67,Baie-Comeau,3_ans,C,55,SABm,
67,Baie-Comeau,3_ans,C,56,SABm,
67,Baie-Comeau,3_ans,C,57,SABm,
67,Baie-Comeau,3_ans,C,58,SABm,
,,,,,,
69,Baie-Comeau,3_ans,A,1,EPB,241
69,Baie-Comeau,3_ans,A,2,SABm,
69,Baie-Comeau,3_ans,A,3,EPB,261
69,Baie-Comeau,3_ans,A,4,SAB,182
69,Baie-Comeau,3_ans,A,5,SAB,201
69,Baie-Comeau,3_ans,A,6,PET,302
69,Baie-Comeau,3_ans,A,7,PET,281
69,Baie-Comeau,3_ans,A,8,SABm,
69,Baie-Comeau,3_ans,A,9,SABm,
69,Baie-Comeau,3_ans,A,10,SABm,
69,Baie-Comeau,3_ans,A,11,SAB,128
69,Baie-Comeau,3_ans,A,12,SABm,
69,Baie-Comeau,3_ans,A,13,SABm,
69,Baie-Comeau,3_ans,A,14,SAB,241
69,Baie-Comeau,3_ans,A,15,SAB,176
69,Baie-Comeau,3_ans,A,16,SABm,110
69,Baie-Comeau,3_ans,A,17,SAB,246
69,Baie-Comeau,3_ans,A,18,PET,125
69,Baie-Comeau,3_ans,A,19,BOP,94
69,Baie-Comeau,3_ans,A,20,SAB,125
69,Baie-Comeau,3_ans,A,21,PET,304
69,Baie-Comeau,3_ans,A,22,SAB,157
69,Baie-Comeau,3_ans,A,23,SAB,142
69,Baie-Comeau,3_ans,A,24,SABm,202
69,Baie-Comeau,3_ans,A,25,SAB,99
69,Baie-Comeau,3_ans,A,26,SAB,135
69,Baie-Comeau,3_ans,A,27,SABm,
69,Baie-Comeau,3_ans,A,28,SABm,
69,Baie-Comeau,3_ans,A,29,SABm,
69,Baie-Comeau,3_ans,A,30,SAB,127
69,Baie-Comeau,3_ans,A,31,EPN,132
69,Baie-Comeau,3_ans,A,32,SAB,275
69,Baie-Comeau,3_ans,A,33,SABm,
69,Baie-Comeau,3_ans,A,34,SABm,149
69,Baie-Comeau,3_ans,A,35,SABm,
69,Baie-Comeau,3_ans,A,36,SABm,136
69,Baie-Comeau,3_ans,A,37,BOPm,
69,Baie-Comeau,3_ans,A,38,EPN,209
69,Baie-Comeau,3_ans,A,39,SABm,
69,Baie-Comeau,3_ans,A,40,SABm,
69,Baie-Comeau,3_ans,A,41,SABm,
69,Baie-Comeau,3_ans,A,42,SAB,105
69,Baie-Comeau,3_ans,A,43,SABm,
69,Baie-Comeau,3_ans,A,44,SABm,
69,Baie-Comeau,3_ans,A,45,SABm,
69,Baie-Comeau,3_ans,A,46,SABm,
69,Baie-Comeau,3_ans,A,47,SABm,
69,Baie-Comeau,3_ans,A,48,SABm,
69,Baie-Comeau,3_ans,A,49,SAB,250
69,Baie-Comeau,3_ans,A,50,BOPm,
69,Baie-Comeau,3_ans,A,51,SABm,206
69,Baie-Comeau,3_ans,A,52,SABm,
69,Baie-Comeau,3_ans,A,53,SABm,
69,Baie-Comeau,3_ans,A,54,EPN,212
69,Baie-Comeau,3_ans,A,55,SABm,
69,Baie-Comeau,3_ans,A,56,SABm,163
69,Baie-Comeau,3_ans,A,57,SABm,
69,Baie-Comeau,3_ans,A,58,SABm,111
69,Baie-Comeau,3_ans,A,59,SABm,
69,Baie-Comeau,3_ans,A,60,SABm,180
69,Baie-Comeau,3_ans,A,61,SAB,98
,,,,,,
69,Baie-Comeau,3_ans,B,1,SABm,
69,Baie-Comeau,3_ans,B,2,EPN,184
69,Baie-Comeau,3_ans,B,3,EPN,147
69,Baie-Comeau,3_ans,B,4,EPN,235
69,Baie-Comeau,3_ans,B,5,EPNm,
69,Baie-Comeau,3_ans,B,6,SABm,
69,Baie-Comeau,3_ans,B,7,SABm,
69,Baie-Comeau,3_ans,B,8,SABm,
69,Baie-Comeau,3_ans,B,9,SABm,
69,Baie-Comeau,3_ans,B,10,SABm,
69,Baie-Comeau,3_ans,B,11,EPB,312
69,Baie-Comeau,3_ans,B,12,SABm,
69,Baie-Comeau,3_ans,B,13,SABm,
69,Baie-Comeau,3_ans,B,14,SABm,
69,Baie-Comeau,3_ans,B,15,SABm,
69,Baie-Comeau,3_ans,B,16,SABm,
69,Baie-Comeau,3_ans,B,17,SABm,
69,Baie-Comeau,3_ans,B,18,EPB,99
69,Baie-Comeau,3_ans,B,19,SABm,
69,Baie-Comeau,3_ans,B,20,SABm,
69,Baie-Comeau,3_ans,B,21,EPN,138
69,Baie-Comeau,3_ans,B,22,EPB,213
69,Baie-Comeau,3_ans,B,23,SABm,
69,Baie-Comeau,3_ans,B,24,SABm,
69,Baie-Comeau,3_ans,B,25,SABm,
69,Baie-Comeau,3_ans,B,26,SABm,
69,Baie-Comeau,3_ans,B,27,SABm,
69,Baie-Comeau,3_ans,B,28,SABm,
69,Baie-Comeau,3_ans,B,29,SABm,
69,Baie-Comeau,3_ans,B,30,SABm,
69,Baie-Comeau,3_ans,B,31,SABm,
69,Baie-Comeau,3_ans,B,32,SABm,
69,Baie-Comeau,3_ans,B,33,SAB,136
69,Baie-Comeau,3_ans,B,34,SABm,
69,Baie-Comeau,3_ans,B,35,SABm,
69,Baie-Comeau,3_ans,B,36,SABm,
69,Baie-Comeau,3_ans,B,37,SABm,
69,Baie-Comeau,3_ans,B,38,SABm,
69,Baie-Comeau,3_ans,B,39,SABm,
69,Baie-Comeau,3_ans,B,40,SABm,
69,Baie-Comeau,3_ans,B,41,SABm,
69,Baie-Comeau,3_ans,B,42,SABm,
69,Baie-Comeau,3_ans,B,43,SABm,
69,Baie-Comeau,3_ans,B,44,SABm,
69,Baie-Comeau,3_ans,B,45,SAB,104
69,Baie-Comeau,3_ans,B,46,PET,144
69,Baie-Comeau,3_ans,B,47,SABm,
69,Baie-Comeau,3_ans,B,48,PET,210
69,Baie-Comeau,3_ans,B,49,SAB,119
69,Baie-Comeau,3_ans,B,50,PET,207
69,Baie-Comeau,3_ans,B,51,SABm,125
69,Baie-Comeau,3_ans,B,52,EPB,166
69,Baie-Comeau,3_ans,B,53,SABm,
69,Baie-Comeau,3_ans,B,54,PET,135
69,Baie-Comeau,3_ans,B,55,PET,155
69,Baie-Comeau,3_ans,B,56,SABm,
69,Baie-Comeau,3_ans,B,57,SABm,
69,Baie-Comeau,3_ans,B,58,PET,160
69,Baie-Comeau,3_ans,B,59,PET,185
69,Baie-Comeau,3_ans,B,60,SABm,183
69,Baie-Comeau,3_ans,B,61,PET,191
69,Baie-Comeau,3_ans,B,62,SABm,
69,Baie-Comeau,3_ans,B,63,SAB,191
69,Baie-Comeau,3_ans,B,64,SABm,
69,Baie-Comeau,3_ans,B,65,SABm,
69,Baie-Comeau,3_ans,B,66,SABm,
69,Baie-Comeau,3_ans,B,67,SABm,
69,Baie-Comeau,3_ans,B,68,PET,203
69,Baie-Comeau,3_ans,B,69,EPB,94
69,Baie-Comeau,3_ans,B,70,SABm,
69,Baie-Comeau,3_ans,B,71,SABm,
69,Baie-Comeau,3_ans,B,72,SABm,
69,Baie-Comeau,3_ans,B,73,SABm,
69,Baie-Comeau,3_ans,B,74,SABm,
69,Baie-Comeau,3_ans,B,75,SABm,
69,Baie-Comeau,3_ans,B,76,EPB,318
69,Baie-Comeau,3_ans,B,77,SAB,106
69,Baie-Comeau,3_ans,B,78,SABm,
69,Baie-Comeau,3_ans,B,79,SABm,
69,Baie-Comeau,3_ans,B,80,EPNm,
69,Baie-Comeau,3_ans,B,81,SABm,
69,Baie-Comeau,3_ans,B,82,SABm,
,,,,,,
69,Baie-Comeau,3_ans,C,1,SABm,
69,Baie-Comeau,3_ans,C,2,SABm,
69,Baie-Comeau,3_ans,C,3,SABm,
69,Baie-Comeau,3_ans,C,4,SABm,
69,Baie-Comeau,3_ans,C,5,SABm,
69,Baie-Comeau,3_ans,C,6,SABm,
69,Baie-Comeau,3_ans,C,7,SABm,
69,Baie-Comeau,3_ans,C,8,SABm,
69,Baie-Comeau,3_ans,C,9,SABm,
69,Baie-Comeau,3_ans,C,10,SABm,
69,Baie-Comeau,3_ans,C,11,SABm,
69,Baie-Comeau,3_ans,C,12,EPBm,
69,Baie-Comeau,3_ans,C,13,SAB,130
69,Baie-Comeau,3_ans,C,14,SABm,
69,Baie-Comeau,3_ans,C,15,SABm,
69,Baie-Comeau,3_ans,C,16,SABm,
69,Baie-Comeau,3_ans,C,17,SABm,
69,Baie-Comeau,3_ans,C,18,SABm,
69,Baie-Comeau,3_ans,C,19,SABm,
69,Baie-Comeau,3_ans,C,20,SABm,
69,Baie-Comeau,3_ans,C,21,SABm,
69,Baie-Comeau,3_ans,C,22,EPN,176
69,Baie-Comeau,3_ans,C,23,SABm,
69,Baie-Comeau,3_ans,C,24,SABm,
69,Baie-Comeau,3_ans,C,25,SABm,
69,Baie-Comeau,3_ans,C,26,SABm,
69,Baie-Comeau,3_ans,C,27,SABm,
69,Baie-Comeau,3_ans,C,28,SABm,
69,Baie-Comeau,3_ans,C,29,SABm,
69,Baie-Comeau,3_ans,C,30,SABm,
69,Baie-Comeau,3_ans,C,31,SABm,
69,Baie-Comeau,3_ans,C,32,SABm,
69,Baie-Comeau,3_ans,C,33,SABm,
69,Baie-Comeau,3_ans,C,34,EPB,283
69,Baie-Comeau,3_ans,C,35,SABm,
69,Baie-Comeau,3_ans,C,36,SABm,
69,Baie-Comeau,3_ans,C,37,SABm,
69,Baie-Comeau,3_ans,C,38,SABm,
69,Baie-Comeau,3_ans,C,39,SABm,
69,Baie-Comeau,3_ans,C,40,SABm,
69,Baie-Comeau,3_ans,C,41,EPN,202
69,Baie-Comeau,3_ans,C,42,EPN,135
69,Baie-Comeau,3_ans,C,43,SABm,
69,Baie-Comeau,3_ans,C,44,SABm,
69,Baie-Comeau,3_ans,C,45,SABm,
69,Baie-Comeau,3_ans,C,46,SABm,
69,Baie-Comeau,3_ans,C,47,SABm,
69,Baie-Comeau,3_ans,C,48,SABm,
69,Baie-Comeau,3_ans,C,49,SABm,
69,Baie-Comeau,3_ans,C,50,SABm,
69,Baie-Comeau,3_ans,C,51,SABm,
69,Baie-Comeau,3_ans,C,52,SABm,
69,Baie-Comeau,3_ans,C,53,EPB,318
69,Baie-Comeau,3_ans,C,54,SABm,
69,Baie-Comeau,3_ans,C,55,SABm,
69,Baie-Comeau,3_ans,C,56,SABm,
69,Baie-Comeau,3_ans,C,57,SABm,
69,Baie-Comeau,3_ans,C,58,SABm,
69,Baie-Comeau,3_ans,C,59,SABm,
69,Baie-Comeau,3_ans,C,60,SABm,
69,Baie-Comeau,3_ans,C,61,EPN,155
69,Baie-Comeau,3_ans,C,62,EPN,231
69,Baie-Comeau,3_ans,C,63,SABm,
69,Baie-Comeau,3_ans,C,64,SABm,
69,Baie-Comeau,3_ans,C,65,SABm,
69,Baie-Comeau,3_ans,C,66,SABm,
69,Baie-Comeau,3_ans,C,67,SABm,
69,Baie-Comeau,3_ans,C,68,EPB,324
69,Baie-Comeau,3_ans,C,69,SABm,
69,Baie-Comeau,3_ans,C,70,EPBm,
,,,,,,
74,Baie-Comeau,2_ans,A,1,SABm,203
74,Baie-Comeau,2_ans,A,2,EPN,162
74,Baie-Comeau,2_ans,A,3,EPN,109
74,Baie-Comeau,2_ans,A,4,EPN,196
74,Baie-Comeau,2_ans,A,5,EPN,198
74,Baie-Comeau,2_ans,A,6,EPN,145
74,Baie-Comeau,2_ans,A,7,EPN,102
74,Baie-Comeau,2_ans,A,8,EPN,188
74,Baie-Comeau,2_ans,A,9,EPNm,
74,Baie-Comeau,2_ans,A,10,EPNm,
74,Baie-Comeau,2_ans,A,11,EPN,165
74,Baie-Comeau,2_ans,A,12,EPN,134
74,Baie-Comeau,2_ans,A,13,SAB,128
74,Baie-Comeau,2_ans,A,14,SAB,230
74,Baie-Comeau,2_ans,A,15,SAB,116
74,Baie-Comeau,2_ans,A,16,EPN,103
74,Baie-Comeau,2_ans,A,17,SAB,168
74,Baie-Comeau,2_ans,A,18,EPN,145
74,Baie-Comeau,2_ans,A,19,EPN,175
74,Baie-Comeau,2_ans,A,20,EPNm,
74,Baie-Comeau,2_ans,A,21,EPN,183
74,Baie-Comeau,2_ans,A,22,EPN,126
74,Baie-Comeau,2_ans,A,23,EPN,172
74,Baie-Comeau,2_ans,A,24,EPN,205
74,Baie-Comeau,2_ans,A,25,SAB,99
74,Baie-Comeau,2_ans,A,26,EPN,132
74,Baie-Comeau,2_ans,A,27,SAB,138
74,Baie-Comeau,2_ans,A,28,EPN,151
74,Baie-Comeau,2_ans,A,29,SAB,131
74,Baie-Comeau,2_ans,A,30,EPN,161
74,Baie-Comeau,2_ans,A,31,EPN,186
74,Baie-Comeau,2_ans,A,32,EPNm,
74,Baie-Comeau,2_ans,A,33,EPN,146
74,Baie-Comeau,2_ans,A,34,EPN,145
74,Baie-Comeau,2_ans,A,35,EPNm,
74,Baie-Comeau,2_ans,A,36,EPN,158
74,Baie-Comeau,2_ans,A,37,SABm,
74,Baie-Comeau,2_ans,A,38,SABm,
74,Baie-Comeau,2_ans,A,39,EPN,120
74,Baie-Comeau,2_ans,A,40,EPN,116
74,Baie-Comeau,2_ans,A,41,EPNm,
74,Baie-Comeau,2_ans,A,42,EPN,100
74,Baie-Comeau,2_ans,A,43,EPN,130
74,Baie-Comeau,2_ans,A,44,EPN,167
74,Baie-Comeau,2_ans,A,45,EPN,158
74,Baie-Comeau,2_ans,A,46,BOPm,
74,Baie-Comeau,2_ans,A,47,EPN,93
74,Baie-Comeau,2_ans,A,48,EPNm,
74,Baie-Comeau,2_ans,A,49,EPN,130
74,Baie-Comeau,2_ans,A,50,EPN,105
74,Baie-Comeau,2_ans,A,51,EPN,146
74,Baie-Comeau,2_ans,A,52,EPN,180
74,Baie-Comeau,2_ans,A,53,EPN,103
74,Baie-Comeau,2_ans,A,54,EPN,205
74,Baie-Comeau,2_ans,A,55,EPN,181
74,Baie-Comeau,2_ans,A,56,EPNm,157
74,Baie-Comeau,2_ans,A,57,EPN,183
74,Baie-Comeau,2_ans,A,58,EPNm,
74,Baie-Comeau,2_ans,A,59,EPN,151
74,Baie-Comeau,2_ans,A,60,SAB,174
74,Baie-Comeau,2_ans,A,61,EPN,219
74,Baie-Comeau,2_ans,A,62,EPN,120
74,Baie-Comeau,2_ans,A,63,EPN,135
74,Baie-Comeau,2_ans,A,64,EPN,193
74,Baie-Comeau,2_ans,A,65,EPN,144
74,Baie-Comeau,2_ans,A,66,EPN,140
74,Baie-Comeau,2_ans,A,67,EPN,192
74,Baie-Comeau,2_ans,A,68,SAB,158
74,Baie-Comeau,2_ans,A,69,SABm,
74,Baie-Comeau,2_ans,A,70,EPNm,
74,Baie-Comeau,2_ans,A,71,EPN,183
74,Baie-Comeau,2_ans,A,72,EPN,103
74,Baie-Comeau,2_ans,A,73,EPN,170
74,Baie-Comeau,2_ans,A,74,SAB,230
74,Baie-Comeau,2_ans,A,75,EPB,145
74,Baie-Comeau,2_ans,A,76,SABm,
74,Baie-Comeau,2_ans,A,77,EPN,120
74,Baie-Comeau,2_ans,A,78,EPN,116
74,Baie-Comeau,2_ans,A,79,EPN,113
74,Baie-Comeau,2_ans,A,80,SAB,187
74,Baie-Comeau,2_ans,A,81,SABm,
74,Baie-Comeau,2_ans,A,82,EPN,174
74,Baie-Comeau,2_ans,A,83,SAB,137
74,Baie-Comeau,2_ans,A,84,EPN,237
74,Baie-Comeau,2_ans,A,85,BOPm,
74,Baie-Comeau,2_ans,A,86,EPN,113
74,Baie-Comeau,2_ans,A,87,SABm,
74,Baie-Comeau,2_ans,A,88,SAB,196
74,Baie-Comeau,2_ans,A,89,SABm,
74,Baie-Comeau,2_ans,A,90,SABm,
74,Baie-Comeau,2_ans,A,91,EPN,117
74,Baie-Comeau,2_ans,A,92,SABm,129
74,Baie-Comeau,2_ans,A,93,EPN,154
74,Baie-Comeau,2_ans,A,94,SABm,
74,Baie-Comeau,2_ans,A,95,SABm,
74,Baie-Comeau,2_ans,A,96,SABm,
74,Baie-Comeau,2_ans,A,97,EPN,243
74,Baie-Comeau,2_ans,A,98,EPN,209
74,Baie-Comeau,2_ans,A,99,EPNm,
74,Baie-Comeau,2_ans,A,100,SABm,
74,Baie-Comeau,2_ans,A,101,EPN,95
74,Baie-Comeau,2_ans,A,102,EPNm,
74,Baie-Comeau,2_ans,A,103,EPNm,
74,Baie-Comeau,2_ans,A,104,EPN,91
74,Baie-Comeau,2_ans,A,105,SAB,107
74,Baie-Comeau,2_ans,A,106,EPN,93
74,Baie-Comeau,2_ans,A,107,SABm,
74,Baie-Comeau,2_ans,A,108,EPN,95
74,Baie-Comeau,2_ans,A,109,EPN,95
,,,,,,
74,Baie-Comeau,2_ans,B,1,SAB,255
74,Baie-Comeau,2_ans,B,2,SABm,280
74,Baie-Comeau,2_ans,B,3,SAB,233
74,Baie-Comeau,2_ans,B,4,SAB,125
74,Baie-Comeau,2_ans,B,5,EPNm,
74,Baie-Comeau,2_ans,B,6,EPNm,
74,Baie-Comeau,2_ans,B,7,EPB,192
74,Baie-Comeau,2_ans,B,8,SAB,335
74,Baie-Comeau,2_ans,B,9,SAB,118
74,Baie-Comeau,2_ans,B,10,PETm,
74,Baie-Comeau,2_ans,B,11,EPN,284
74,Baie-Comeau,2_ans,B,12,EPN,223
74,Baie-Comeau,2_ans,B,13,SABm,
74,Baie-Comeau,2_ans,B,14,SAB,117
74,Baie-Comeau,2_ans,B,15,SABm,169
74,Baie-Comeau,2_ans,B,16,EPNm,
74,Baie-Comeau,2_ans,B,17,SAB,258
74,Baie-Comeau,2_ans,B,18,PETm,
74,Baie-Comeau,2_ans,B,19,EPN,275
74,Baie-Comeau,2_ans,B,20,SABm,
74,Baie-Comeau,2_ans,B,21,SAB,164
74,Baie-Comeau,2_ans,B,22,PETm,
74,Baie-Comeau,2_ans,B,23,SABm,
74,Baie-Comeau,2_ans,B,24,SAB,225
74,Baie-Comeau,2_ans,B,25,EPN,167
74,Baie-Comeau,2_ans,B,26,SABm,310
74,Baie-Comeau,2_ans,B,27,SAB,191
74,Baie-Comeau,2_ans,B,28,SABm,281
74,Baie-Comeau,2_ans,B,29,SAB,131
74,Baie-Comeau,2_ans,B,30,SABm,
74,Baie-Comeau,2_ans,B,31,SABm,223
74,Baie-Comeau,2_ans,B,32,EPNm,
74,Baie-Comeau,2_ans,B,33,EPNm,
74,Baie-Comeau,2_ans,B,34,EPN,249
74,Baie-Comeau,2_ans,B,35,SAB,116
74,Baie-Comeau,2_ans,B,36,SAB,120
74,Baie-Comeau,2_ans,B,37,SAB,108
74,Baie-Comeau,2_ans,B,38,EPB,162
74,Baie-Comeau,2_ans,B,39,EPB,211
74,Baie-Comeau,2_ans,B,40,SAB,197
74,Baie-Comeau,2_ans,B,41,SAB,345
74,Baie-Comeau,2_ans,B,42,EPNm,
74,Baie-Comeau,2_ans,B,43,SAB,151
74,Baie-Comeau,2_ans,B,44,EPB,272
74,Baie-Comeau,2_ans,B,45,EPNm,
74,Baie-Comeau,2_ans,B,46,EPN,131
74,Baie-Comeau,2_ans,B,47,EPNm,
74,Baie-Comeau,2_ans,B,48,EPNm,
,,,,,,
74,Baie-Comeau,2_ans,C,1,SAB,120
74,Baie-Comeau,2_ans,C,2,SABm,
74,Baie-Comeau,2_ans,C,3,SAB,150
74,Baie-Comeau,2_ans,C,4,SABm,
74,Baie-Comeau,2_ans,C,5,EPN,151
74,Baie-Comeau,2_ans,C,6,SAB,142
74,Baie-Comeau,2_ans,C,7,SABm,
74,Baie-Comeau,2_ans,C,8,SAB,108
74,Baie-Comeau,2_ans,C,9,SAB,205
74,Baie-Comeau,2_ans,C,10,SABm,
74,Baie-Comeau,2_ans,C,11,SAB,147
74,Baie-Comeau,2_ans,C,12,SAB,121
74,Baie-Comeau,2_ans,C,13,SAB,106
74,Baie-Comeau,2_ans,C,14,EPB,175
74,Baie-Comeau,2_ans,C,15,SAB,121
74,Baie-Comeau,2_ans,C,16,SAB,146
74,Baie-Comeau,2_ans,C,17,SAB,143
74,Baie-Comeau,2_ans,C,18,SAB,146
74,Baie-Comeau,2_ans,C,19,SABm,
74,Baie-Comeau,2_ans,C,20,SAB,119
74,Baie-Comeau,2_ans,C,21,SAB,109
74,Baie-Comeau,2_ans,C,22,SAB,202
74,Baie-Comeau,2_ans,C,23,SABm,
74,Baie-Comeau,2_ans,C,24,SAB,127
74,Baie-Comeau,2_ans,C,25,SAB,124
74,Baie-Comeau,2_ans,C,26,SABm,
74,Baie-Comeau,2_ans,C,27,SAB,126
74,Baie-Comeau,2_ans,C,28,SAB,128
74,Baie-Comeau,2_ans,C,29,SABm,
74,Baie-Comeau,2_ans,C,30,SABm,
74,Baie-Comeau,2_ans,C,31,SABm,
74,Baie-Comeau,2_ans,C,32,SABm,
74,Baie-Comeau,2_ans,C,33,SABm,
74,Baie-Comeau,2_ans,C,34,SAB,132
74,Baie-Comeau,2_ans,C,35,EPB,220
74,Baie-Comeau,2_ans,C,36,SABm,
74,Baie-Comeau,2_ans,C,37,EPB,131
74,Baie-Comeau,2_ans,C,38,SAB,107
74,Baie-Comeau,2_ans,C,39,EPB,296
74,Baie-Comeau,2_ans,C,40,SAB,183
74,Baie-Comeau,2_ans,C,41,EPB,185
74,Baie-Comeau,2_ans,C,42,SAB,203
74,Baie-Comeau,2_ans,C,43,SAB,130
74,Baie-Comeau,2_ans,C,44,SAB,242
74,Baie-Comeau,2_ans,C,45,SAB,124
74,Baie-Comeau,2_ans,C,46,SABm,
74,Baie-Comeau,2_ans,C,47,SABm,
74,Baie-Comeau,2_ans,C,48,SAB,127
74,Baie-Comeau,2_ans,C,49,SAB,141
74,Baie-Comeau,2_ans,C,50,SAB,148
74,Baie-Comeau,2_ans,C,51,SAB,156
74,Baie-Comeau,2_ans,C,52,SAB,149
74,Baie-Comeau,2_ans,C,53,SAB,108
74,Baie-Comeau,2_ans,C,54,SABm,
74,Baie-Comeau,2_ans,C,55,SABm,
74,Baie-Comeau,2_ans,C,56,BOP,92
74,Baie-Comeau,2_ans,C,57,SAB,97
74,Baie-Comeau,2_ans,C,58,SAB,100
74,Baie-Comeau,2_ans,C,59,SAB,100
74,Baie-Comeau,2_ans,C,60,SAB,103
74,Baie-Comeau,2_ans,C,61,SABm,
74,Baie-Comeau,2_ans,C,62,SAB,105
74,Baie-Comeau,2_ans,C,63,SAB,101
,,,,,,
106,Pentecôte,2_ans,A,1,SAB,152
106,Pentecôte,2_ans,A,2,SAB,136
106,Pentecôte,2_ans,A,3,EPN,199
106,Pentecôte,2_ans,A,4,SABm,
106,Pentecôte,2_ans,A,5,SABm,
106,Pentecôte,2_ans,A,6,SABm,
106,Pentecôte,2_ans,A,7,SAB,166
106,Pentecôte,2_ans,A,8,SAB,156
106,Pentecôte,2_ans,A,9,EPN,178
106,Pentecôte,2_ans,A,10,EPN,202
106,Pentecôte,2_ans,A,11,SABm,
106,Pentecôte,2_ans,A,12,EPN,198
106,Pentecôte,2_ans,A,13,SABm,200
106,Pentecôte,2_ans,A,14,SAB,147
106,Pentecôte,2_ans,A,15,EPN,119
106,Pentecôte,2_ans,A,16,SAB,112
106,Pentecôte,2_ans,A,17,SAB,183
106,Pentecôte,2_ans,A,18,SAB,101
106,Pentecôte,2_ans,A,19,SAB,139
106,Pentecôte,2_ans,A,20,SABm,
106,Pentecôte,2_ans,A,21,SABm,
106,Pentecôte,2_ans,A,22,SAB,208
106,Pentecôte,2_ans,A,23,SAB,145
106,Pentecôte,2_ans,A,24,SABm,
106,Pentecôte,2_ans,A,25,EPN,136
106,Pentecôte,2_ans,A,26,EPN,193
106,Pentecôte,2_ans,A,27,SAB,146
106,Pentecôte,2_ans,A,28,SAB,206
106,Pentecôte,2_ans,A,29,SAB,109
106,Pentecôte,2_ans,A,30,SAB,113
106,Pentecôte,2_ans,A,31,SABm,
106,Pentecôte,2_ans,A,32,SABm,
106,Pentecôte,2_ans,A,33,SABm,118
106,Pentecôte,2_ans,A,34,SABm,128
106,Pentecôte,2_ans,A,35,SAB,170
106,Pentecôte,2_ans,A,36,SABm,
106,Pentecôte,2_ans,A,37,EPN,187
106,Pentecôte,2_ans,A,38,SAB,145
106,Pentecôte,2_ans,A,39,SABm,
106,Pentecôte,2_ans,A,40,SABm,
106,Pentecôte,2_ans,A,41,SABm,
106,Pentecôte,2_ans,A,42,SAB,217
106,Pentecôte,2_ans,A,43,SAB,165
106,Pentecôte,2_ans,A,44,SAB,159
106,Pentecôte,2_ans,A,45,SABm,
106,Pentecôte,2_ans,A,46,SABm,
106,Pentecôte,2_ans,A,47,SABm,
106,Pentecôte,2_ans,A,48,SABm,
106,Pentecôte,2_ans,A,49,SAB,158
106,Pentecôte,2_ans,A,50,SABm,
106,Pentecôte,2_ans,A,51,SAB,137
106,Pentecôte,2_ans,A,52,SABm,
106,Pentecôte,2_ans,A,53,SAB,127
106,Pentecôte,2_ans,A,54,SAB,173
106,Pentecôte,2_ans,A,55,SABm,
106,Pentecôte,2_ans,A,56,SABm,
106,Pentecôte,2_ans,A,57,SAB,142
106,Pentecôte,2_ans,A,58,SABm,
106,Pentecôte,2_ans,A,59,SAB,247
106,Pentecôte,2_ans,A,60,SABm,
106,Pentecôte,2_ans,A,61,SABm,
106,Pentecôte,2_ans,A,62,EPNm,
